Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
-0.2984583932699085,-0.05083182709981306,-0.6123284361467588,-0.26420180184627445,0.3198836997962678,-0.23208141555677195,2.2841283342410406,0.0,-1.184223511497139,-1.259410568360564,-0.487507753148468,-1.209815766328666,1.3355507804310611,0.8669275565402224,0.0,-0.32601175205436744,-2.8726733633067734,1.425650839076886,-0.6132379158225719,-0.5121499771932588,0.0,-0.21807917316497283,-0.12486850695129594,-0.6767156148770563,0.6031802815648377,0.6564490993595655,-0.2221434071847541,-0.19800238214780158,-0.1854532803475329,-0.6213880564823377,0.6211795432025856,0.6101470817663565,-0.18367235687165223,0.9036278930369305,-1.0942972291315554,0.37072704242232585,2
-0.2984583932699085,-0.9174642500734637,2.8524721364302184,-0.7305747090707457,0.3198836997962678,-0.23208141555677195,-0.7823750865346799,0.0,1.1431385914001921,0.966325752421609,0.4121696277742214,1.0311315539470571,-0.041664697148946085,0.8669275565402224,0.0,-0.32601175205436744,-2.8726733633067734,1.425650839076886,-0.6132379158225719,-0.5121499771932588,0.0,-0.21807917316497283,-0.12486850695129594,-2.6773177029335504,-1.9779286732980308,-2.560894999521967,-0.2221434071847541,-0.19800238214780158,-0.1854532803475329,-2.574291764767359,-1.7508768574673168,-2.2139366733249175,-0.18367235687165223,-0.2783277861174143,0.11656166957391571,0.79527231859325,0
-0.2984583932699085,0.0729728047535656,0.2538717069974854,1.0512739527705763,0.3198836997962678,-0.23208141555677195,-0.7823750865346799,0.0,1.2077875387028958,0.966325752421609,-0.1876152928409049,-1.209815766328666,-0.4462703741781009,0.8669275565402224,0.0,-0.32601175205436744,0.3481077983919781,-0.7014340205821387,-0.6132379158225719,-0.3467827502248632,0.0,-0.21807917316497283,-0.12486850695129594,-0.009848252191558238,0.6031802815648377,0.5251289323865789,-0.2221434071847541,-0.19800238214780158,-0.1854532803475329,0.6805477490410097,0.22583680975760193,0.348402733108546,-0.18367235687165223,-0.812114221864538,-1.4504321993390468,-1.3766119363443199,2
3.350550772065763,1.4348237551407308,-0.6123284361467588,-3.4071496548807545,-3.1261361570998907,-0.23208141555677195,-2.557719172246939,0.0,1.1431385914001921,1.0317885853857904,0.4121696277742214,1.0311315539470571,1.257741996386993,-1.1534989197838512,0.0,-0.32601175205436744,0.3481077983919781,-0.7014340205821387,-0.6132379158225719,3.7873979239850253,0.0,-0.21807917316497283,-0.12486850695129594,0.3235854291511908,0.17299545575435962,0.2734319439647774,-0.2221434071847541,-0.19800238214780158,-0.1854532803475329,-0.6213880564823377,0.6211795432025856,0.47238689793597155,-0.18367235687165223,0.9036278930369305,-1.0942972291315554,0.37072704242232585,2
-0.2984583932699085,-0.9174642500734637,-0.6123284361467588,0.3593184980299207,0.3198836997962678,-0.23208141555677195,0.8315740822946468,0.0,-0.02054246004847344,1.0317885853857904,0.11227716746665825,1.404622773993011,0.23844692540970006,0.8669275565402224,0.0,-0.32601175205436744,0.3481077983919781,-0.7014340205821387,1.6306884721220174,-0.6775172041616543,0.0,-0.21807917316497283,0.7615828062213857,0.3235854291511908,1.0333651073753158,0.49558189441548905,-0.2221434071847541,-0.19800238214780158,1.540774987781621,0.02957984627933596,1.4118650100925532,0.7503180674241176,-0.18367235687165223,1.5136695338907857,1.1137395861548918,-1.7966883148713393,2
-0.2984583932699085,0.13487512068025492,1.986271993285974,-0.26420180184627445,0.3198836997962678,-0.23208141555677195,-1.024467461859079,0.0,1.1431385914001921,0.966325752421609,0.4121696277742214,1.0311315539470571,-0.9520274704645441,0.8669275565402224,0.0,-0.32601175205436744,-2.8726733633067734,1.425650839076886,-0.6132379158225719,-0.01604829628807213,0.0,-0.21807917316497283,-1.0113198201239775,-1.0101492962198053,-1.9779286732980308,-2.560894999521967,-0.2221434071847541,-0.19800238214780158,-1.0485674144121098,-0.9468720078631746,-1.7508768574673168,-2.2139366733249175,-0.18367235687165223,1.5136695338907857,1.1137395861548918,-1.7966883148713393,0
-0.2984583932699085,-0.9174642500734637,-0.6123284361467588,-0.3047559676918807,0.3198836997962678,-0.23208141555677195,0.5087842485287815,0.0,-1.184223511497139,-0.21200524093365913,-0.33756152299468645,0.2841491138551494,-0.1817205084282686,0.8669275565402224,0.0,3.0673740860520717,-2.8726733633067734,-0.7014340205821387,-0.6132379158225719,-0.6775172041616543,0.0,-0.21807917316497283,-0.12486850695129594,0.3235854291511908,0.17299545575435962,0.058942338138709534,-0.2221434071847541,-0.19800238214780158,-0.1854532803475329,1.982483554564357,-0.9601913905773493,0.5757070352921596,-0.18367235687165223,-1.0027522346313678,0.11656166957391571,1.5862672015643402,0
-0.2984583932699085,-0.9174642500734637,-0.6123284361467588,0.7902065101394865,0.3198836997962678,-0.23208141555677195,0.5894817069702477,0.0,1.2077875387028958,-0.21200524093365913,-0.1876152928409049,0.2841491138551494,0.4096262503066492,0.8669275565402224,0.0,-0.32601175205436744,0.3481077983919781,-0.7014340205821387,-0.6132379158225719,-0.6775172041616543,0.0,-0.21807917316497283,-0.12486850695129594,-0.6767156148770563,0.6031802815648377,0.2734319439647774,-0.2221434071847541,-0.19800238214780158,-0.1854532803475329,-0.2959041051015009,0.22583680975760193,0.7203552275908227,-0.18367235687165223,0.9036278930369305,-1.0942972291315554,0.37072704242232585,2
-0.2984583932699085,-0.9174642500734637,-0.6123284361467588,0.3593184980299207,0.3198836997962678,-0.23208141555677195,0.34738933164584873,0.0,-0.02054246004847344,1.0317885853857904,0.4121696277742214,1.0311315539470571,-0.4696130093913211,0.8669275565402224,0.0,-0.32601175205436744,0.3481077983919781,-0.7014340205821387,1.6306884721220174,-0.6775172041616543,0.0,-0.21807917316497283,1.6480341193940673,-0.009848252191558238,1.0333651073753158,0.4758838683353947,-0.2221434071847541,-0.19800238214780158,1.540774987781621,0.02957984627933596,1.0165222766475694,0.5166669559173082,-0.18367235687165223,0.44609666239653845,1.754782532528377,-0.7420284709098859,2
-0.2984583932699085,-0.9174642500734637,0.2538717069974854,1.2540447819986074,0.3198836997962678,-0.23208141555677195,0.10529695632144975,0.0,-0.02054246004847344,0.966325752421609,-0.33756152299468645,1.0311315539470571,0.37850273668902146,0.8669275565402224,0.0,-0.32601175205436744,0.3481077983919781,-0.7014340205821387,-0.6132379158225719,-0.5121499771932588,0.0,-0.21807917316497283,-0.12486850695129594,-0.6767156148770563,-1.9779286732980308,-2.560894999521967,-0.2221434071847541,-0.19800238214780158,-0.1854532803475329,-2.574291764767359,-1.7508768574673168,-2.2139366733249175,-0.18367235687165223,0.44609666239653845,1.754782532528377,-0.7420284709098859,0
